user_id,item_id,item_type,timestamp,behavior_type,label,category,source_dataset
u48,i61,live_room,1700000557,exposure,0,music,sample
u62,i48,live_room,1700000558,exposure,0,game,sample
u18,i95,live_room,1700000559,exposure,0,study,sample
u75,i2,live_room,1700000560,click,1,movie,sample
u25,i93,live_room,1700000561,click,1,sports,sample
u36,i55,live_room,1700000562,click,1,music,sample
u67,i63,live_room,1700000563,click,1,sports,sample
u28,i123,live_room,1700000564,exposure,0,sports,sample
u17,i119,live_room,1700000565,click,1,study,sample
u43,i85,live_room,1700000566,click,1,music,sample
u63,i35,live_room,1700000567,exposure,0,study,sample
u35,i114,live_room,1700000568,click,1,game,sample
u74,i82,live_room,1700000569,click,1,food,sample
u4,i104,live_room,1700000570,exposure,0,movie,sample
u66,i131,live_room,1700000571,click,1,study,sample
u10,i22,live_room,1700000572,exposure,0,food,sample
u54,i146,live_room,1700000573,click,1,movie,sample
u23,i35,live_room,1700000574,click,1,study,sample
u30,i11,live_room,1700000575,click,1,study,sample
u2,i21,live_room,1700000576,exposure,0,sports,sample
u6,i120,live_room,1700000577,exposure,0,game,sample
u24,i100,live_room,1700000578,click,1,food,sample
u33,i75,live_room,1700000579,click,1,sports,sample
u5,i27,live_room,1700000580,click,1,sports,sample
u33,i27,live_room,1700000581,exposure,0,sports,sample
u55,i48,live_room,1700000582,exposure,0,game,sample
u70,i12,live_room,1700000583,exposure,0,game,sample
u60,i35,live_room,1700000584,exposure,0,study,sample
u8,i43,live_room,1700000585,click,1,music,sample
u27,i88,live_room,1700000586,click,1,food,sample
u12,i100,live_room,1700000587,click,1,food,sample
u49,i106,live_room,1700000588,click,1,food,sample
u60,i71,live_room,1700000589,click,1,study,sample
u79,i34,live_room,1700000590,click,1,food,sample
u61,i37,live_room,1700000591,exposure,0,music,sample
u2,i123,live_room,1700000592,click,1,sports,sample
u6,i99,live_room,1700000593,exposure,0,sports,sample
u76,i85,live_room,1700000594,click,1,music,sample
u9,i6,live_room,1700000595,click,1,game,sample
u41,i142,live_room,1700000596,click,1,food,sample
u77,i151,live_room,1700000597,click,1,music,sample
u34,i35,live_room,1700000598,click,1,study,sample
u51,i69,live_room,1700000599,exposure,0,sports,sample
u56,i3,live_room,1700000600,click,1,sports,sample
u8,i151,live_room,1700000601,click,1,music,sample
u15,i52,live_room,1700000602,click,1,food,sample
u23,i119,live_room,1700000603,exposure,0,study,sample
u75,i80,live_room,1700000604,exposure,0,movie,sample
u28,i159,live_room,1700000605,click,1,sports,sample
u27,i40,live_room,1700000606,click,1,food,sample
u60,i158,live_room,1700000607,exposure,0,movie,sample
u27,i102,live_room,1700000608,exposure,0,game,sample
u25,i33,live_room,1700000609,exposure,0,sports,sample
u17,i48,live_room,1700000610,exposure,0,game,sample
u35,i157,live_room,1700000611,exposure,0,music,sample
u76,i43,live_room,1700000612,click,1,music,sample
u6,i90,live_room,1700000613,click,1,game,sample
u33,i65,live_room,1700000614,exposure,0,study,sample
u33,i51,live_room,1700000615,click,1,sports,sample
u42,i136,live_room,1700000616,click,1,food,sample
u8,i121,live_room,1700000617,click,1,music,sample
u78,i51,live_room,1700000618,click,1,sports,sample
u71,i43,live_room,1700000619,click,1,music,sample
u73,i90,live_room,1700000620,exposure,0,game,sample
u8,i25,live_room,1700000621,click,1,music,sample
u53,i68,live_room,1700000622,click,1,movie,sample
u50,i142,live_room,1700000623,click,1,food,sample
u47,i143,live_room,1700000624,click,1,study,sample
u71,i31,live_room,1700000625,click,1,music,sample
u15,i95,live_room,1700000626,exposure,0,study,sample
u44,i48,live_room,1700000627,click,1,game,sample
u59,i34,live_room,1700000628,click,1,food,sample
u38,i115,live_room,1700000629,click,1,music,sample
u43,i104,live_room,1700000630,click,1,movie,sample
u41,i130,live_room,1700000631,click,1,food,sample
u69,i74,live_room,1700000632,click,1,movie,sample
u14,i10,live_room,1700000633,click,1,food,sample
u12,i64,live_room,1700000634,exposure,0,food,sample
u45,i149,live_room,1700000635,exposure,0,study,sample
u42,i2,live_room,1700000636,exposure,0,movie,sample
u40,i1,live_room,1700000637,exposure,0,music,sample
u15,i144,live_room,1700000638,exposure,0,game,sample
u63,i12,live_room,1700000639,exposure,0,game,sample
u75,i98,live_room,1700000640,click,1,movie,sample
u40,i24,live_room,1700000641,click,1,game,sample
u56,i116,live_room,1700000642,exposure,0,movie,sample
u57,i78,live_room,1700000643,exposure,0,game,sample
u10,i117,live_room,1700000644,click,1,sports,sample
u30,i32,live_room,1700000645,exposure,0,movie,sample
u41,i118,live_room,1700000646,exposure,0,food,sample
u52,i60,live_room,1700000647,click,1,game,sample
u47,i98,live_room,1700000648,click,1,movie,sample
u7,i110,live_room,1700000649,click,1,movie,sample
u36,i17,live_room,1700000650,click,1,study,sample
u24,i10,live_room,1700000651,click,1,food,sample
u11,i47,live_room,1700000652,exposure,0,study,sample
u58,i83,live_room,1700000653,exposure,0,study,sample
u64,i152,live_room,1700000654,click,1,movie,sample
u28,i141,live_room,1700000655,click,1,sports,sample
u21,i26,live_room,1700000656,click,1,movie,sample
u43,i44,live_room,1700000657,click,1,movie,sample
u55,i66,live_room,1700000658,click,1,game,sample
u34,i5,live_room,1700000659,click,1,study,sample
u26,i104,live_room,1700000660,click,1,movie,sample
u36,i41,live_room,1700000661,click,1,study,sample
u61,i130,live_room,1700000662,click,1,food,sample
u16,i99,live_room,1700000663,click,1,sports,sample
u60,i53,live_room,1700000664,click,1,study,sample
u7,i125,live_room,1700000665,click,1,study,sample
u78,i96,live_room,1700000666,exposure,0,game,sample
u61,i124,live_room,1700000667,exposure,0,food,sample
u78,i159,live_room,1700000668,click,1,sports,sample
u76,i85,live_room,1700000669,click,1,music,sample
u7,i154,live_room,1700000670,click,1,food,sample
u8,i133,live_room,1700000671,click,1,music,sample
u12,i154,live_room,1700000672,click,1,food,sample
u16,i8,live_room,1700000673,click,1,movie,sample
u63,i83,live_room,1700000674,click,1,study,sample
u0,i150,live_room,1700000675,exposure,0,game,sample
u77,i37,live_room,1700000676,exposure,0,music,sample
u13,i70,live_room,1700000677,exposure,0,food,sample
u69,i62,live_room,1700000678,exposure,0,movie,sample
u18,i29,live_room,1700000679,click,1,study,sample
u32,i60,live_room,1700000680,click,1,game,sample
u36,i29,live_room,1700000681,click,1,study,sample
u40,i54,live_room,1700000682,click,1,game,sample
u36,i77,live_room,1700000683,exposure,0,study,sample
u4,i92,live_room,1700000684,exposure,0,movie,sample
u34,i53,live_room,1700000685,click,1,study,sample
u44,i18,live_room,1700000686,click,1,game,sample
u27,i20,live_room,1700000687,exposure,0,movie,sample
u18,i95,live_room,1700000688,click,1,study,sample
u54,i158,live_room,1700000689,click,1,movie,sample
u8,i85,live_room,1700000690,click,1,music,sample
u35,i96,live_room,1700000691,exposure,0,game,sample
u48,i40,live_room,1700000692,click,1,food,sample
u60,i41,live_room,1700000693,click,1,study,sample
u28,i45,live_room,1700000694,click,1,sports,sample
u33,i63,live_room,1700000695,click,1,sports,sample
u26,i14,live_room,1700000696,click,1,movie,sample
u23,i121,live_room,1700000697,exposure,0,music,sample
u3,i80,live_room,1700000698,click,1,movie,sample
u2,i123,live_room,1700000699,exposure,0,sports,sample
u38,i145,live_room,1700000700,click,1,music,sample
u57,i126,live_room,1700000701,exposure,0,game,sample
u39,i15,live_room,1700000702,exposure,0,sports,sample
u2,i15,live_room,1700000703,click,1,sports,sample
u53,i123,live_room,1700000704,exposure,0,sports,sample
u41,i136,live_room,1700000705,click,1,food,sample
u78,i69,live_room,1700000706,click,1,sports,sample
u37,i40,live_room,1700000707,click,1,food,sample
u3,i140,live_room,1700000708,exposure,0,movie,sample
u73,i66,live_room,1700000709,click,1,game,sample
u4,i68,live_room,1700000710,click,1,movie,sample
u3,i26,live_room,1700000711,click,1,movie,sample
u44,i66,live_room,1700000712,click,1,game,sample
u53,i155,live_room,1700000713,exposure,0,study,sample
u46,i134,live_room,1700000714,click,1,movie,sample
u44,i27,live_room,1700000715,exposure,0,sports,sample
u25,i42,live_room,1700000716,click,1,game,sample
u28,i90,live_room,1700000717,click,1,game,sample
u26,i95,live_room,1700000718,click,1,study,sample
u40,i78,live_room,1700000719,click,1,game,sample
u30,i18,live_room,1700000720,exposure,0,game,sample
u20,i33,live_room,1700000721,click,1,sports,sample
u26,i116,live_room,1700000722,click,1,movie,sample
u57,i16,live_room,1700000723,exposure,0,food,sample
u25,i141,live_room,1700000724,exposure,0,sports,sample
u73,i12,live_room,1700000725,exposure,0,game,sample
u52,i152,live_room,1700000726,click,1,movie,sample
u54,i74,live_room,1700000727,click,1,movie,sample
u44,i144,live_room,1700000728,click,1,game,sample
u48,i10,live_room,1700000729,click,1,food,sample
u8,i55,live_room,1700000730,click,1,music,sample
u63,i151,live_room,1700000731,exposure,0,music,sample
u39,i21,live_room,1700000732,click,1,sports,sample
u69,i86,live_room,1700000733,click,1,movie,sample
u37,i58,live_room,1700000734,click,1,food,sample
u15,i34,live_room,1700000735,click,1,food,sample
u26,i62,live_room,1700000736,click,1,movie,sample
u79,i124,live_room,1700000737,click,1,food,sample
u21,i158,live_room,1700000738,exposure,0,movie,sample
u72,i128,live_room,1700000739,click,1,movie,sample
u79,i111,live_room,1700000740,exposure,0,sports,sample
u1,i16,live_room,1700000741,click,1,food,sample
u56,i123,live_room,1700000742,click,1,sports,sample
u66,i137,live_room,1700000743,click,1,study,sample
u35,i120,live_room,1700000744,exposure,0,game,sample
u3,i2,live_room,1700000745,click,1,movie,sample
u12,i136,live_room,1700000746,click,1,food,sample
u1,i28,live_room,1700000747,click,1,food,sample
u24,i34,live_room,1700000748,exposure,0,food,sample
u56,i123,live_room,1700000749,click,1,sports,sample
u15,i154,live_room,1700000750,click,1,food,sample
u17,i48,live_room,1700000751,click,1,game,sample
u5,i113,live_room,1700000752,click,1,study,sample
u76,i116,live_room,1700000753,exposure,0,movie,sample
u16,i75,live_room,1700000754,click,1,sports,sample
u7,i52,live_room,1700000755,click,1,food,sample
u23,i95,live_room,1700000756,exposure,0,study,sample
u66,i17,live_room,1700000757,click,1,study,sample
u60,i59,live_room,1700000758,click,1,study,sample
u8,i121,live_room,1700000759,exposure,0,music,sample
u67,i2,live_room,1700000760,click,1,movie,sample
u59,i16,live_room,1700000761,exposure,0,food,sample
u26,i32,live_room,1700000762,click,1,movie,sample
u33,i81,live_room,1700000763,click,1,sports,sample
u25,i135,live_room,1700000764,click,1,sports,sample
u7,i110,live_room,1700000765,exposure,0,movie,sample
u44,i90,live_room,1700000766,click,1,game,sample
u55,i11,live_room,1700000767,exposure,0,study,sample
u0,i114,live_room,1700000768,exposure,0,game,sample
u56,i135,live_room,1700000769,click,1,sports,sample
u71,i9,live_room,1700000770,click,1,sports,sample
u37,i88,live_room,1700000771,click,1,food,sample
u70,i76,live_room,1700000772,exposure,0,food,sample
u32,i24,live_room,1700000773,click,1,game,sample
u23,i76,live_room,1700000774,exposure,0,food,sample
u73,i108,live_room,1700000775,click,1,game,sample
u4,i56,live_room,1700000776,click,1,movie,sample
u34,i53,live_room,1700000777,click,1,study,sample
u69,i56,live_room,1700000778,exposure,0,movie,sample
u16,i99,live_room,1700000779,click,1,sports,sample
u77,i133,live_room,1700000780,click,1,music,sample
u45,i5,live_room,1700000781,click,1,study,sample
u14,i154,live_room,1700000782,click,1,food,sample
u8,i7,live_room,1700000783,click,1,music,sample
u67,i56,live_room,1700000784,click,1,movie,sample
u15,i154,live_room,1700000785,click,1,food,sample
u40,i18,live_room,1700000786,click,1,game,sample
u17,i126,live_room,1700000787,exposure,0,game,sample
u31,i127,live_room,1700000788,click,1,music,sample
u59,i46,live_room,1700000789,exposure,0,food,sample
u43,i109,live_room,1700000790,exposure,0,music,sample
u15,i82,live_room,1700000791,click,1,food,sample
u31,i37,live_room,1700000792,click,1,music,sample
u68,i150,live_room,1700000793,click,1,game,sample
u60,i119,live_room,1700000794,exposure,0,study,sample
u74,i112,live_room,1700000795,click,1,food,sample
u67,i101,live_room,1700000796,exposure,0,study,sample
u71,i115,live_room,1700000797,click,1,music,sample
u73,i111,live_room,1700000798,exposure,0,sports,sample
u15,i106,live_room,1700000799,click,1,food,sample
u30,i158,live_room,1700000800,click,1,movie,sample
u55,i84,live_room,1700000801,click,1,game,sample
u4,i8,live_room,1700000802,click,1,movie,sample
u60,i95,live_room,1700000803,click,1,study,sample
u15,i102,live_room,1700000804,exposure,0,game,sample
u75,i86,live_room,1700000805,click,1,movie,sample
u8,i43,live_room,1700000806,exposure,0,music,sample
u44,i108,live_room,1700000807,click,1,game,sample
u14,i35,live_room,1700000808,exposure,0,study,sample
u30,i98,live_room,1700000809,click,1,movie,sample
u58,i71,live_room,1700000810,exposure,0,study,sample
u29,i86,live_room,1700000811,click,1,movie,sample
u62,i20,live_room,1700000812,click,1,movie,sample
u73,i150,live_room,1700000813,click,1,game,sample
u75,i14,live_room,1700000814,click,1,movie,sample
u68,i61,live_room,1700000815,exposure,0,music,sample
u45,i17,live_room,1700000816,exposure,0,study,sample
u14,i64,live_room,1700000817,exposure,0,food,sample
u74,i136,live_room,1700000818,click,1,food,sample
u51,i33,live_room,1700000819,exposure,0,sports,sample
u15,i4,live_room,1700000820,exposure,0,food,sample
u39,i135,live_room,1700000821,click,1,sports,sample
u47,i150,live_room,1700000822,exposure,0,game,sample
u62,i104,live_room,1700000823,click,1,movie,sample
u69,i20,live_room,1700000824,click,1,movie,sample
u25,i135,live_room,1700000825,click,1,sports,sample
u73,i84,live_room,1700000826,click,1,game,sample
u31,i91,live_room,1700000827,click,1,music,sample
u23,i143,live_room,1700000828,exposure,0,study,sample
u3,i144,live_room,1700000829,exposure,0,game,sample
u43,i98,live_room,1700000830,click,1,movie,sample
u42,i2,live_room,1700000831,exposure,0,movie,sample
u13,i124,live_room,1700000832,click,1,food,sample
u64,i80,live_room,1700000833,click,1,movie,sample
u41,i52,live_room,1700000834,click,1,food,sample
u70,i60,live_room,1700000835,click,1,game,sample
u49,i52,live_room,1700000836,click,1,food,sample
u19,i80,live_room,1700000837,exposure,0,movie,sample
u26,i44,live_room,1700000838,click,1,movie,sample
u19,i44,live_room,1700000839,click,1,movie,sample
u65,i97,live_room,1700000840,click,1,music,sample
u19,i80,live_room,1700000841,click,1,movie,sample
u38,i7,live_room,1700000842,click,1,music,sample
u6,i156,live_room,1700000843,click,1,game,sample
u51,i120,live_room,1700000844,exposure,0,game,sample
u12,i100,live_room,1700000845,exposure,0,food,sample
u74,i19,live_room,1700000846,click,1,music,sample
u22,i133,live_room,1700000847,click,1,music,sample
u28,i3,live_room,1700000848,click,1,sports,sample
u16,i27,live_room,1700000849,click,1,sports,sample
u68,i122,live_room,1700000850,exposure,0,movie,sample
u69,i20,live_room,1700000851,exposure,0,movie,sample
u39,i15,live_room,1700000852,exposure,0,sports,sample
u45,i149,live_room,1700000853,click,1,study,sample
u41,i73,live_room,1700000854,click,1,music,sample
u8,i19,live_room,1700000855,click,1,music,sample
u62,i104,live_room,1700000856,exposure,0,movie,sample
u73,i132,live_room,1700000857,click,1,game,sample
u6,i42,live_room,1700000858,click,1,game,sample
u30,i137,live_room,1700000859,exposure,0,study,sample
u28,i140,live_room,1700000860,click,1,movie,sample
u46,i152,live_room,1700000861,click,1,movie,sample
u57,i90,live_room,1700000862,click,1,game,sample
u53,i38,live_room,1700000863,click,1,movie,sample
u66,i143,live_room,1700000864,click,1,study,sample
u14,i70,live_room,1700000865,click,1,food,sample
u19,i134,live_room,1700000866,click,1,movie,sample
u66,i119,live_room,1700000867,exposure,0,study,sample
u21,i46,live_room,1700000868,exposure,0,food,sample
u73,i126,live_room,1700000869,exposure,0,game,sample
u5,i155,live_room,1700000870,click,1,study,sample
u31,i121,live_room,1700000871,exposure,0,music,sample
u16,i63,live_room,1700000872,click,1,sports,sample
u61,i36,live_room,1700000873,exposure,0,game,sample
u72,i62,live_room,1700000874,click,1,movie,sample
u45,i128,live_room,1700000875,click,1,movie,sample
u59,i88,live_room,1700000876,click,1,food,sample
u45,i71,live_room,1700000877,click,1,study,sample
u24,i94,live_room,1700000878,click,1,food,sample
u62,i130,live_room,1700000879,exposure,0,food,sample
u52,i128,live_room,1700000880,click,1,movie,sample
u6,i90,live_room,1700000881,click,1,game,sample
u28,i39,live_room,1700000882,click,1,sports,sample
u38,i81,live_room,1700000883,exposure,0,sports,sample
u4,i140,live_room,1700000884,exposure,0,movie,sample
u14,i26,live_room,1700000885,click,1,movie,sample
u75,i62,live_room,1700000886,exposure,0,movie,sample
u53,i86,live_room,1700000887,click,1,movie,sample
u44,i114,live_room,1700000888,exposure,0,game,sample
u24,i34,live_room,1700000889,click,1,food,sample
u64,i158,live_room,1700000890,click,1,movie,sample
u66,i22,live_room,1700000891,click,1,food,sample
u26,i80,live_room,1700000892,click,1,movie,sample
u33,i93,live_room,1700000893,click,1,sports,sample
u20,i57,live_room,1700000894,click,1,sports,sample
u20,i118,live_room,1700000895,click,1,food,sample
u12,i62,live_room,1700000896,click,1,movie,sample
u56,i51,live_room,1700000897,click,1,sports,sample
u44,i42,live_room,1700000898,click,1,game,sample
u4,i86,live_room,1700000899,click,1,movie,sample
u79,i14,live_room,1700000900,click,1,movie,sample
u17,i120,live_room,1700000901,click,1,game,sample
u14,i34,live_room,1700000902,click,1,food,sample
u79,i4,live_room,1700000903,click,1,food,sample
u42,i130,live_room,1700000904,exposure,0,food,sample
u32,i127,live_room,1700000905,exposure,0,music,sample
u42,i106,live_room,1700000906,click,1,food,sample
u60,i143,live_room,1700000907,click,1,study,sample
u2,i11,live_room,1700000908,exposure,0,study,sample
u7,i108,live_room,1700000909,exposure,0,game,sample
u22,i25,live_room,1700000910,exposure,0,music,sample
u12,i7,live_room,1700000911,exposure,0,music,sample
u52,i104,live_room,1700000912,click,1,movie,sample
u42,i22,live_room,1700000913,click,1,food,sample
u7,i100,live_room,1700000914,click,1,food,sample
u60,i107,live_room,1700000915,click,1,study,sample
u46,i152,live_room,1700000916,exposure,0,movie,sample
u56,i12,live_room,1700000917,exposure,0,game,sample
u64,i134,live_room,1700000918,click,1,movie,sample
u68,i54,live_room,1700000919,click,1,game,sample
u26,i158,live_room,1700000920,click,1,movie,sample
u36,i95,live_room,1700000921,click,1,study,sample
u51,i52,live_room,1700000922,click,1,food,sample
u72,i26,live_room,1700000923,exposure,0,movie,sample
u16,i111,live_room,1700000924,click,1,sports,sample
u38,i91,live_room,1700000925,click,1,music,sample
u20,i69,live_room,1700000926,exposure,0,sports,sample
u53,i110,live_room,1700000927,exposure,0,movie,sample
u77,i156,live_room,1700000928,exposure,0,game,sample
u19,i35,live_room,1700000929,exposure,0,study,sample
u10,i33,live_room,1700000930,click,1,sports,sample
u16,i135,live_room,1700000931,click,1,sports,sample
u76,i103,live_room,1700000932,click,1,music,sample
u48,i7,live_room,1700000933,exposure,0,music,sample
u43,i68,live_room,1700000934,click,1,movie,sample
u29,i92,live_room,1700000935,click,1,movie,sample
u6,i120,live_room,1700000936,click,1,game,sample
u22,i69,live_room,1700000937,exposure,0,sports,sample
u42,i121,live_room,1700000938,exposure,0,music,sample
u76,i69,live_room,1700000939,exposure,0,sports,sample
u78,i69,live_room,1700000940,click,1,sports,sample
u41,i16,live_room,1700000941,click,1,food,sample
u67,i68,live_room,1700000942,exposure,0,movie,sample
u17,i0,live_room,1700000943,click,1,game,sample
u1,i4,live_room,1700000944,click,1,food,sample
u70,i34,live_room,1700000945,click,1,food,sample
u26,i86,live_room,1700000946,click,1,movie,sample
u15,i16,live_room,1700000947,click,1,food,sample
u37,i88,live_room,1700000948,click,1,food,sample
u39,i153,live_room,1700000949,click,1,sports,sample
u15,i23,live_room,1700000950,exposure,0,study,sample
u51,i97,live_room,1700000951,click,1,music,sample
u31,i157,live_room,1700000952,click,1,music,sample
u45,i65,live_room,1700000953,exposure,0,study,sample
u24,i23,live_room,1700000954,exposure,0,study,sample
u53,i103,live_room,1700000955,click,1,music,sample
u32,i144,live_room,1700000956,click,1,game,sample
u69,i26,live_room,1700000957,click,1,movie,sample
u9,i72,live_room,1700000958,click,1,game,sample
u20,i141,live_room,1700000959,click,1,sports,sample
u62,i158,live_room,1700000960,click,1,movie,sample
u9,i108,live_room,1700000961,click,1,game,sample
u20,i111,live_room,1700000962,click,1,sports,sample
u27,i112,live_room,1700000963,click,1,food,sample
u73,i90,live_room,1700000964,exposure,0,game,sample
u62,i74,live_room,1700000965,click,1,movie,sample
u73,i36,live_room,1700000966,exposure,0,game,sample
u66,i35,live_room,1700000967,click,1,study,sample
u53,i44,live_room,1700000968,click,1,movie,sample
u43,i127,live_room,1700000969,exposure,0,music,sample
u74,i24,live_room,1700000970,click,1,game,sample
u37,i142,live_room,1700000971,click,1,food,sample
u55,i24,live_room,1700000972,click,1,game,sample
u54,i146,live_room,1700000973,exposure,0,movie,sample
u72,i14,live_room,1700000974,click,1,movie,sample
u74,i88,live_room,1700000975,click,1,food,sample
u12,i88,live_room,1700000976,click,1,food,sample
u15,i100,live_room,1700000977,exposure,0,food,sample
u74,i80,live_room,1700000978,exposure,0,movie,sample
u54,i116,live_room,1700000979,exposure,0,movie,sample
u13,i94,live_room,1700000980,click,1,food,sample
u57,i96,live_room,1700000981,click,1,game,sample
u39,i9,live_room,1700000982,click,1,sports,sample
u16,i97,live_room,1700000983,exposure,0,music,sample
u11,i53,live_room,1700000984,click,1,study,sample
u3,i74,live_room,1700000985,click,1,movie,sample
u68,i156,live_room,1700000986,exposure,0,game,sample
u51,i97,live_room,1700000987,click,1,music,sample
u5,i13,live_room,1700000988,exposure,0,music,sample
u42,i16,live_room,1700000989,click,1,food,sample
u20,i46,live_room,1700000990,exposure,0,food,sample
u35,i108,live_room,1700000991,click,1,game,sample
u61,i148,live_room,1700000992,click,1,food,sample
u34,i41,live_room,1700000993,click,1,study,sample
u47,i77,live_room,1700000994,click,1,study,sample
u33,i21,live_room,1700000995,exposure,0,sports,sample
u0,i96,live_room,1700000996,click,1,game,sample
u30,i8,live_room,1700000997,click,1,movie,sample
u11,i155,live_room,1700000998,click,1,study,sample
u72,i2,live_room,1700000999,click,1,movie,sample
u71,i60,live_room,1700001000,exposure,0,game,sample
u35,i71,live_room,1700001001,exposure,0,study,sample
u14,i70,live_room,1700001002,exposure,0,food,sample
u63,i39,live_room,1700001003,click,1,sports,sample
u65,i103,live_room,1700001004,exposure,0,music,sample
u69,i80,live_room,1700001005,click,1,movie,sample
u67,i32,live_room,1700001006,click,1,movie,sample
u64,i68,live_room,1700001007,exposure,0,movie,sample
u25,i63,live_room,1700001008,click,1,sports,sample
u52,i29,live_room,1700001009,exposure,0,study,sample
u25,i2,live_room,1700001010,exposure,0,movie,sample
u43,i115,live_room,1700001011,exposure,0,music,sample
u52,i56,live_room,1700001012,click,1,movie,sample
u61,i40,live_room,1700001013,click,1,food,sample
u19,i105,live_room,1700001014,exposure,0,sports,sample
u43,i50,live_room,1700001015,click,1,movie,sample
u59,i87,live_room,1700001016,exposure,0,sports,sample
u13,i146,live_room,1700001017,exposure,0,movie,sample
u10,i75,live_room,1700001018,click,1,sports,sample
u25,i63,live_room,1700001019,click,1,sports,sample
u75,i152,live_room,1700001020,exposure,0,movie,sample
u56,i123,live_room,1700001021,click,1,sports,sample
u46,i50,live_room,1700001022,click,1,movie,sample
u1,i148,live_room,1700001023,click,1,food,sample
u30,i116,live_room,1700001024,click,1,movie,sample
u38,i103,live_room,1700001025,click,1,music,sample
u64,i44,live_room,1700001026,click,1,movie,sample
u73,i48,live_room,1700001027,click,1,game,sample
u4,i32,live_room,1700001028,click,1,movie,sample
u20,i21,live_room,1700001029,exposure,0,sports,sample
u9,i68,live_room,1700001030,click,1,movie,sample
u55,i6,live_room,1700001031,exposure,0,game,sample
u45,i131,live_room,1700001032,click,1,study,sample
u3,i62,live_room,1700001033,click,1,movie,sample
u37,i154,live_room,1700001034,exposure,0,food,sample
u32,i102,live_room,1700001035,exposure,0,game,sample
u11,i137,live_room,1700001036,click,1,study,sample
u13,i94,live_room,1700001037,click,1,food,sample
u31,i31,live_room,1700001038,click,1,music,sample
u68,i9,live_room,1700001039,exposure,0,sports,sample
u62,i157,live_room,1700001040,click,1,music,sample
u4,i116,live_room,1700001041,click,1,movie,sample
u18,i17,live_room,1700001042,click,1,study,sample
u64,i96,live_room,1700001043,exposure,0,game,sample
u13,i113,live_room,1700001044,exposure,0,study,sample
u27,i6,live_room,1700001045,exposure,0,game,sample
u55,i0,live_room,1700001046,exposure,0,game,sample
u60,i41,live_room,1700001047,click,1,study,sample
u2,i9,live_room,1700001048,click,1,sports,sample
u11,i137,live_room,1700001049,click,1,study,sample
u23,i35,live_room,1700001050,click,1,study,sample
u38,i109,live_room,1700001051,click,1,music,sample
u20,i87,live_room,1700001052,click,1,sports,sample
u45,i149,live_room,1700001053,exposure,0,study,sample
u65,i145,live_room,1700001054,exposure,0,music,sample
u67,i68,live_room,1700001055,click,1,movie,sample
u16,i15,live_room,1700001056,click,1,sports,sample
u13,i112,live_room,1700001057,exposure,0,food,sample
u53,i23,live_room,1700001058,exposure,0,study,sample
u48,i4,live_room,1700001059,click,1,food,sample
u66,i43,live_room,1700001060,exposure,0,music,sample
u23,i113,live_room,1700001061,click,1,study,sample
u78,i111,live_room,1700001062,click,1,sports,sample
u27,i76,live_room,1700001063,click,1,food,sample
u10,i81,live_room,1700001064,click,1,sports,sample
u1,i21,live_room,1700001065,exposure,0,sports,sample
u19,i56,live_room,1700001066,exposure,0,movie,sample
u75,i90,live_room,1700001067,exposure,0,game,sample
u10,i21,live_room,1700001068,click,1,sports,sample
u22,i128,live_room,1700001069,exposure,0,movie,sample
u9,i156,live_room,1700001070,click,1,game,sample
u75,i80,live_room,1700001071,click,1,movie,sample
u7,i16,live_room,1700001072,click,1,food,sample
u15,i10,live_room,1700001073,click,1,food,sample
u23,i11,live_room,1700001074,click,1,study,sample
u5,i35,live_room,1700001075,click,1,study,sample
u27,i148,live_room,1700001076,exposure,0,food,sample
u25,i99,live_room,1700001077,click,1,sports,sample
u45,i112,live_room,1700001078,exposure,0,food,sample
u33,i87,live_room,1700001079,click,1,sports,sample
u50,i106,live_room,1700001080,click,1,food,sample
u8,i13,live_room,1700001081,click,1,music,sample
u2,i99,live_room,1700001082,click,1,sports,sample
u10,i69,live_room,1700001083,click,1,sports,sample
u58,i94,live_room,1700001084,click,1,food,sample
u0,i154,live_room,1700001085,exposure,0,food,sample
u68,i72,live_room,1700001086,exposure,0,game,sample
u38,i49,live_room,1700001087,exposure,0,music,sample
u6,i114,live_room,1700001088,click,1,game,sample
u16,i3,live_room,1700001089,click,1,sports,sample
u9,i149,live_room,1700001090,exposure,0,study,sample
u62,i98,live_room,1700001091,click,1,movie,sample
u15,i118,live_room,1700001092,click,1,food,sample
u63,i53,live_room,1700001093,click,1,study,sample
u63,i113,live_room,1700001094,exposure,0,study,sample
u16,i135,live_room,1700001095,exposure,0,sports,sample
u70,i82,live_room,1700001096,exposure,0,food,sample
u38,i43,live_room,1700001097,click,1,music,sample
u36,i59,live_room,1700001098,click,1,study,sample
u45,i137,live_room,1700001099,click,1,study,sample
u15,i54,live_room,1700001100,click,1,game,sample
u15,i16,live_room,1700001101,click,1,food,sample
u66,i125,live_room,1700001102,click,1,study,sample
u26,i62,live_room,1700001103,click,1,movie,sample
u71,i7,live_room,1700001104,click,1,music,sample
u23,i59,live_room,1700001105,click,1,study,sample
u45,i107,live_room,1700001106,click,1,study,sample
u14,i58,live_room,1700001107,click,1,food,sample
u10,i51,live_room,1700001108,click,1,sports,sample
u26,i104,live_room,1700001109,click,1,movie,sample
u0,i144,live_room,1700001110,exposure,0,game,sample
u0,i24,live_room,1700001111,click,1,game,sample
u48,i1,live_room,1700001112,exposure,0,music,sample
u23,i149,live_room,1700001113,exposure,0,study,sample
